Lead ID,Date discovered,Platform,Direct post URL,Exact posting date,Business or project,Requirement,Urgency,Budget evidence,Location,Contact route,Relevant portfolio example,Lead score,Status,Next action,Follow-up date,Outcome notes
L-001,,,,,,,,,,,,,Not contacted,,,
